"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","X"
"722","1/2/2007","12:01:00","1.360","0.092","239.840","5.600","0.000","0.000",18,0.501388888888889
"723","1/2/2007","12:02:00","1.364","0.094","240.160","5.600","0.000","0.000",17,0.502083333333333
"724","1/2/2007","12:03:00","1.362","0.094","240.030","5.600","0.000","0.000",18,0.502777777777778
"725","1/2/2007","12:04:00","1.370","0.096","240.870","5.600","0.000","0.000",18,0.503472222222222
"726","1/2/2007","12:05:00","1.362","0.060","240.890","5.600","0.000","0.000",17,0.504166666666667
"727","1/2/2007","12:06:00","1.402","0.122","240.030","5.800","0.000","0.000",18,0.504861111111111
"728","1/2/2007","12:07:00","1.406","0.122","239.960","5.800","0.000","0.000",18,0.505555555555556
"729","1/2/2007","12:08:00","1.402","0.122","239.850","5.800","0.000","0.000",17,0.50625
"730","1/2/2007","12:09:00","1.404","0.124","240.330","5.800","0.000","0.000",18,0.506944444444444
"731","1/2/2007","12:10:00","1.398","0.122","240.040","5.800","0.000","0.000",18,0.507638888888889
"732","1/2/2007","12:11:00","1.400","0.126","240.820","5.800","0.000","0.000",17,0.508333333333333
"733","1/2/2007","12:12:00","1.392","0.122","240.140","5.800","0.000","0.000",18,0.509027777777778
"734","1/2/2007","12:13:00","1.384","0.120","239.510","5.800","0.000","0.000",18,0.509722222222222
"735","1/2/2007","12:14:00","1.390","0.122","240.310","5.800","0.000","0.000",17,0.510416666666667
"736","1/2/2007","12:15:00","1.390","0.124","240.320","5.800","0.000","0.000",18,0.511111111111111
"737","1/2/2007","12:16:00","1.386","0.122","239.930","5.800","0.000","0.000",18,0.511805555555556
"738","1/2/2007","12:17:00","1.096","0.128","240.770","5.000","0.000","0.000",13,0.5125
"739","1/2/2007","12:18:00","0.326","0.136","241.030","1.400","0.000","0.000",0,0.513194444444444
"740","1/2/2007","12:19:00","0.326","0.136","241.120","1.400","0.000","0.000",0,0.513888888888889
"741","1/2/2007","12:20:00","0.326","0.134","240.620","1.400","0.000","0.000",0,0.514583333333333
"742","1/2/2007","12:21:00","0.262","0.046","240.800","1.200","0.000","0.000",0,0.515277777777778
"743","1/2/2007","12:22:00","0.230","0.000","240.130","1.000","0.000","0.000",0,0.515972222222222
"744","1/2/2007","12:23:00","0.230","0.000","240.020","1.000","0.000","0.000",0,0.516666666666667
"745","1/2/2007","12:24:00","0.230","0.000","240.290","1.000","0.000","0.000",0,0.517361111111111
"746","1/2/2007","12:25:00","0.230","0.000","240.120","1.000","0.000","0.000",0,0.518055555555556
"747","1/2/2007","12:26:00","0.230","0.000","240.440","1.000","0.000","0.000",0,0.51875
"748","1/2/2007","12:27:00","0.232","0.000","241.370","1.000","0.000","0.000",0,0.519444444444444
"749","1/2/2007","12:28:00","0.232","0.000","240.880","1.000","0.000","0.000",0,0.520138888888889
"750","1/2/2007","12:29:00","0.232","0.000","240.690","1.000","0.000","0.000",0,0.520833333333333
"751","1/2/2007","12:30:00","0.230","0.000","240.530","1.000","0.000","0.000",0,0.521527777777778
"752","1/2/2007","12:31:00","0.232","0.000","240.860","1.000","0.000","0.000",0,0.522222222222222
"753","1/2/2007","12:32:00","0.232","0.000","241.090","1.000","0.000","0.000",0,0.522916666666667
"754","1/2/2007","12:33:00","0.232","0.000","240.890","1.000","0.000","0.000",0,0.523611111111111
"755","1/2/2007","12:34:00","0.234","0.000","241.730","1.000","0.000","0.000",0,0.524305555555556
"756","1/2/2007","12:35:00","0.234","0.000","241.730","1.000","0.000","0.000",0,0.525
"757","1/2/2007","12:36:00","0.232","0.000","240.810","1.000","0.000","0.000",0,0.525694444444444
"758","1/2/2007","12:37:00","0.232","0.000","241.280","1.000","0.000","0.000",0,0.526388888888889
"759","1/2/2007","12:38:00","0.234","0.000","241.360","1.000","0.000","0.000",0,0.527083333333333
"760","1/2/2007","12:39:00","0.232","0.000","241.290","1.000","0.000","0.000",0,0.527777777777778
"761","1/2/2007","12:40:00","0.258","0.000","241.520","1.200","0.000","0.000",0,0.528472222222222
"762","1/2/2007","12:41:00","0.310","0.110","241.680","1.400","0.000","0.000",0,0.529166666666667
"763","1/2/2007","12:42:00","0.310","0.110","241.810","1.400","0.000","0.000",0,0.529861111111111
"764","1/2/2007","12:43:00","0.312","0.114","242.600","1.400","0.000","0.000",0,0.530555555555556
"765","1/2/2007","12:44:00","0.312","0.114","242.790","1.400","0.000","0.000",0,0.53125
"766","1/2/2007","12:45:00","0.310","0.110","241.720","1.400","0.000","0.000",0,0.531944444444444
"767","1/2/2007","12:46:00","0.368","0.168","241.220","1.800","0.000","0.000",0,0.532638888888889
"768","1/2/2007","12:47:00","0.416","0.238","240.730","2.000","0.000","0.000",0,0.533333333333333
"769","1/2/2007","12:48:00","0.408","0.236","240.180","2.000","0.000","0.000",0,0.534027777777778
"770","1/2/2007","12:49:00","0.408","0.240","240.850","2.000","0.000","0.000",0,0.534722222222222
"771","1/2/2007","12:50:00","0.408","0.246","241.960","2.000","0.000","0.000",0,0.535416666666667
"772","1/2/2007","12:51:00","0.404","0.242","241.970","2.000","0.000","0.000",0,0.536111111111111
"773","1/2/2007","12:52:00","0.334","0.140","241.700","1.400","0.000","0.000",0,0.536805555555556
"774","1/2/2007","12:53:00","0.334","0.140","241.460","1.400","0.000","0.000",0,0.5375
"775","1/2/2007","12:54:00","0.332","0.140","241.550","1.400","0.000","0.000",0,0.538194444444444
"776","1/2/2007","12:55:00","0.332","0.142","241.690","1.400","0.000","0.000",0,0.538888888888889
"777","1/2/2007","12:56:00","0.330","0.138","241.000","1.400","0.000","0.000",0,0.539583333333333
"778","1/2/2007","12:57:00","0.330","0.140","241.440","1.400","0.000","0.000",0,0.540277777777778
"779","1/2/2007","12:58:00","0.328","0.140","241.430","1.400","0.000","0.000",0,0.540972222222222
"780","1/2/2007","12:59:00","0.330","0.144","241.870","1.400","0.000","0.000",0,0.541666666666667
"781","1/2/2007","13:00:00","0.328","0.144","241.750","1.400","0.000","0.000",0,0.542361111111111
"782","1/2/2007","13:01:00","0.328","0.142","241.640","1.400","0.000","0.000",0,0.543055555555556
"783","1/2/2007","13:02:00","0.258","0.000","242.020","1.200","0.000","0.000",0,0.54375
"784","1/2/2007","13:03:00","0.234","0.000","241.530","1.000","0.000","0.000",0,0.544444444444444
"785","1/2/2007","13:04:00","0.232","0.000","241.240","1.000","0.000","0.000",0,0.545138888888889
"786","1/2/2007","13:05:00","0.234","0.000","241.480","1.000","0.000","0.000",0,0.545833333333333
"787","1/2/2007","13:06:00","0.232","0.000","240.550","1.000","0.000","0.000",0,0.546527777777778
"788","1/2/2007","13:07:00","0.232","0.000","240.420","1.000","0.000","0.000",0,0.547222222222222
"789","1/2/2007","13:08:00","0.230","0.000","239.880","1.000","0.000","0.000",0,0.547916666666667
"790","1/2/2007","13:09:00","0.230","0.000","239.490","1.000","0.000","0.000",0,0.548611111111111
"791","1/2/2007","13:10:00","0.228","0.000","238.820","1.000","0.000","0.000",0,0.549305555555556
"792","1/2/2007","13:11:00","0.228","0.000","238.190","1.000","0.000","0.000",0,0.55
"793","1/2/2007","13:12:00","0.228","0.000","238.190","1.000","0.000","0.000",0,0.550694444444444
"794","1/2/2007","13:13:00","0.228","0.000","238.580","1.000","0.000","0.000",0,0.551388888888889
"795","1/2/2007","13:14:00","0.228","0.000","238.710","1.000","0.000","0.000",0,0.552083333333333
"796","1/2/2007","13:15:00","0.228","0.000","238.240","1.000","0.000","0.000",0,0.552777777777778
"797","1/2/2007","13:16:00","0.228","0.000","238.770","1.000","0.000","0.000",0,0.553472222222222
"798","1/2/2007","13:17:00","0.230","0.000","239.400","1.000","0.000","0.000",0,0.554166666666667
"799","1/2/2007","13:18:00","0.230","0.000","239.480","1.000","0.000","0.000",0,0.554861111111111
"800","1/2/2007","13:19:00","0.230","0.000","239.560","1.000","0.000","0.000",0,0.555555555555556
"801","1/2/2007","13:20:00","0.230","0.000","239.850","1.000","0.000","0.000",0,0.55625
"802","1/2/2007","13:21:00","0.232","0.000","240.430","1.000","0.000","0.000",0,0.556944444444444
"803","1/2/2007","13:22:00","0.240","0.000","240.470","1.000","0.000","0.000",0,0.557638888888889
"804","1/2/2007","13:23:00","0.238","0.000","240.470","1.000","0.000","0.000",0,0.558333333333333
"805","1/2/2007","13:24:00","0.238","0.000","240.500","1.000","0.000","0.000",0,0.559027777777778
"806","1/2/2007","13:25:00","0.238","0.000","240.690","1.000","0.000","0.000",0,0.559722222222222
"807","1/2/2007","13:26:00","0.238","0.000","240.740","1.000","0.000","0.000",0,0.560416666666667
"808","1/2/2007","13:27:00","0.312","0.068","241.950","1.600","0.000","0.000",0,0.561111111111111
"809","1/2/2007","13:28:00","0.422","0.248","242.060","2.000","0.000","0.000",0,0.561805555555556
"810","1/2/2007","13:29:00","0.418","0.246","241.720","2.000","0.000","0.000",0,0.5625
"811","1/2/2007","13:30:00","0.416","0.248","241.880","2.000","0.000","0.000",0,0.563194444444444
"812","1/2/2007","13:31:00","0.416","0.250","242.270","2.000","0.000","0.000",0,0.563888888888889
"813","1/2/2007","13:32:00","0.412","0.248","241.790","2.000","0.000","0.000",0,0.564583333333333
"814","1/2/2007","13:33:00","0.408","0.246","241.450","2.000","0.000","0.000",0,0.565277777777778
"815","1/2/2007","13:34:00","0.404","0.242","240.960","2.000","0.000","0.000",0,0.565972222222222
"816","1/2/2007","13:35:00","0.402","0.242","240.980","2.000","0.000","0.000",0,0.566666666666667
"817","1/2/2007","13:36:00","0.400","0.240","240.730","1.800","0.000","0.000",0,0.567361111111111
"818","1/2/2007","13:37:00","0.406","0.238","240.400","2.000","0.000","0.000",0,0.568055555555556
"819","1/2/2007","13:38:00","0.396","0.228","240.130","1.800","0.000","0.000",0,0.56875
"820","1/2/2007","13:39:00","0.332","0.136","240.300","1.400","0.000","0.000",0,0.569444444444444
"821","1/2/2007","13:40:00","0.330","0.132","239.620","1.400","0.000","0.000",0,0.570138888888889
"822","1/2/2007","13:41:00","0.328","0.130","239.110","1.400","0.000","0.000",0,0.570833333333333
"823","1/2/2007","13:42:00","0.328","0.128","238.640","1.400","0.000","0.000",0,0.571527777777778
"824","1/2/2007","13:43:00","0.248","0.000","239.750","1.000","0.000","0.000",0,0.572222222222222
"825","1/2/2007","13:44:00","0.288","0.052","239.770","1.400","0.000","0.000",0,0.572916666666667
"826","1/2/2007","13:45:00","0.316","0.122","239.760","1.400","0.000","1.000",0,0.573611111111111
"827","1/2/2007","13:46:00","0.312","0.120","239.610","1.400","0.000","1.000",0,0.574305555555556
"828","1/2/2007","13:47:00","0.312","0.120","239.580","1.400","0.000","1.000",0,0.575
"829","1/2/2007","13:48:00","0.312","0.116","238.770","1.400","0.000","2.000",0,0.575694444444444
"830","1/2/2007","13:49:00","0.312","0.116","238.690","1.400","0.000","1.000",0,0.576388888888889
"831","1/2/2007","13:50:00","0.312","0.116","238.730","1.400","0.000","1.000",0,0.577083333333333
"832","1/2/2007","13:51:00","0.314","0.118","239.090","1.400","0.000","2.000",0,0.577777777777778
"833","1/2/2007","13:52:00","0.320","0.120","239.440","1.400","0.000","1.000",0,0.578472222222222
"834","1/2/2007","13:53:00","0.320","0.120","239.720","1.400","0.000","2.000",0,0.579166666666667
"835","1/2/2007","13:54:00","0.320","0.120","239.770","1.400","0.000","1.000",0,0.579861111111111
"836","1/2/2007","13:55:00","0.318","0.120","239.650","1.400","0.000","1.000",0,0.580555555555556
"837","1/2/2007","13:56:00","0.320","0.124","240.600","1.400","0.000","2.000",0,0.58125
"838","1/2/2007","13:57:00","0.318","0.122","240.120","1.400","0.000","1.000",0,0.581944444444444
"839","1/2/2007","13:58:00","0.318","0.122","240.090","1.400","0.000","1.000",0,0.582638888888889
"840","1/2/2007","13:59:00","0.316","0.122","239.830","1.400","0.000","2.000",0,0.583333333333333
"841","1/2/2007","14:00:00","0.314","0.120","239.700","1.400","0.000","1.000",0,0.584027777777778
"842","1/2/2007","14:01:00","0.310","0.124","240.440","1.400","0.000","1.000",0,0.584722222222222
"843","1/2/2007","14:02:00","0.310","0.128","241.630","1.400","0.000","2.000",0,0.585416666666667
"844","1/2/2007","14:03:00","0.310","0.130","242.040","1.400","0.000","1.000",0,0.586111111111111
"845","1/2/2007","14:04:00","0.308","0.128","241.560","1.400","0.000","1.000",0,0.586805555555556
"846","1/2/2007","14:05:00","0.308","0.126","241.140","1.400","0.000","1.000",0,0.5875
"847","1/2/2007","14:06:00","0.308","0.128","241.560","1.400","0.000","2.000",0,0.588194444444444
"848","1/2/2007","14:07:00","0.314","0.130","241.620","1.400","0.000","1.000",0,0.588888888888889
"849","1/2/2007","14:08:00","0.358","0.170","241.940","1.800","0.000","1.000",0,0.589583333333333
"850","1/2/2007","14:09:00","0.424","0.268","242.030","2.000","0.000","1.000",0,0.590277777777778
"851","1/2/2007","14:10:00","0.420","0.268","242.210","2.000","0.000","2.000",0,0.590972222222222
"852","1/2/2007","14:11:00","0.416","0.264","241.550","2.000","0.000","1.000",0,0.591666666666667
"853","1/2/2007","14:12:00","0.412","0.258","240.590","2.000","0.000","1.000",0,0.592361111111111
"854","1/2/2007","14:13:00","0.390","0.224","240.330","1.800","0.000","1.000",0,0.593055555555556
"855","1/2/2007","14:14:00","0.376","0.164","240.000","1.800","0.000","0.000",0,0.59375
"856","1/2/2007","14:15:00","0.410","0.236","239.900","2.000","0.000","0.000",0,0.594444444444444
"857","1/2/2007","14:16:00","0.406","0.236","240.210","2.000","0.000","0.000",0,0.595138888888889
"858","1/2/2007","14:17:00","0.404","0.238","240.610","2.000","0.000","0.000",0,0.595833333333333
"859","1/2/2007","14:18:00","0.402","0.238","240.420","2.000","0.000","0.000",0,0.596527777777778
"860","1/2/2007","14:19:00","0.402","0.238","240.410","1.800","0.000","0.000",0,0.597222222222222
"861","1/2/2007","14:20:00","0.400","0.240","240.500","1.800","0.000","0.000",0,0.597916666666667
"862","1/2/2007","14:21:00","0.400","0.242","240.660","1.800","0.000","0.000",0,0.598611111111111
"863","1/2/2007","14:22:00","0.404","0.240","240.520","2.000","0.000","0.000",0,0.599305555555556
"864","1/2/2007","14:23:00","0.402","0.242","240.750","2.000","0.000","0.000",0,0.6
"865","1/2/2007","14:24:00","0.328","0.136","240.430","1.400","0.000","0.000",0,0.600694444444444
"866","1/2/2007","14:25:00","0.308","0.108","240.810","1.400","0.000","0.000",0,0.601388888888889
"867","1/2/2007","14:26:00","0.250","0.000","241.450","1.000","0.000","0.000",0,0.602083333333333
"868","1/2/2007","14:27:00","0.240","0.000","242.080","1.000","0.000","0.000",0,0.602777777777778
"869","1/2/2007","14:28:00","0.236","0.000","241.760","1.000","0.000","0.000",0,0.603472222222222
"870","1/2/2007","14:29:00","0.232","0.000","241.410","1.000","0.000","0.000",0,0.604166666666667
"871","1/2/2007","14:30:00","0.232","0.000","241.650","1.000","0.000","0.000",0,0.604861111111111
"872","1/2/2007","14:31:00","0.232","0.000","241.290","1.000","0.000","0.000",0,0.605555555555556
"873","1/2/2007","14:32:00","0.232","0.000","241.030","1.000","0.000","0.000",0,0.60625
"874","1/2/2007","14:33:00","0.232","0.000","241.450","1.000","0.000","0.000",0,0.606944444444444
"875","1/2/2007","14:34:00","0.232","0.000","241.720","1.000","0.000","0.000",0,0.607638888888889
"876","1/2/2007","14:35:00","0.232","0.000","241.550","1.000","0.000","0.000",0,0.608333333333333
"877","1/2/2007","14:36:00","0.232","0.000","240.800","1.000","0.000","0.000",0,0.609027777777778
"878","1/2/2007","14:37:00","0.240","0.000","241.580","1.000","0.000","0.000",0,0.609722222222222
"879","1/2/2007","14:38:00","0.240","0.000","241.970","1.000","0.000","0.000",0,0.610416666666667
"880","1/2/2007","14:39:00","0.240","0.000","242.580","1.000","0.000","0.000",0,0.611111111111111
"881","1/2/2007","14:40:00","0.236","0.000","243.060","1.000","0.000","0.000",0,0.611805555555556
"882","1/2/2007","14:41:00","0.236","0.000","243.000","1.000","0.000","0.000",0,0.6125
"883","1/2/2007","14:42:00","0.232","0.000","241.550","1.000","0.000","0.000",0,0.613194444444444
"884","1/2/2007","14:43:00","0.234","0.000","241.810","1.000","0.000","0.000",0,0.613888888888889
"885","1/2/2007","14:44:00","0.232","0.000","241.320","1.000","0.000","0.000",0,0.614583333333333
"886","1/2/2007","14:45:00","0.232","0.000","241.170","1.000","0.000","0.000",0,0.615277777777778
"887","1/2/2007","14:46:00","0.232","0.000","240.750","1.000","0.000","0.000",0,0.615972222222222
"888","1/2/2007","14:47:00","0.232","0.000","240.670","1.000","0.000","0.000",0,0.616666666666667
"889","1/2/2007","14:48:00","0.230","0.000","240.650","1.000","0.000","0.000",0,0.617361111111111
"890","1/2/2007","14:49:00","0.276","0.000","240.590","1.200","0.000","0.000",0,0.618055555555556
"891","1/2/2007","14:50:00","0.344","0.138","241.100","1.600","0.000","0.000",0,0.61875
"892","1/2/2007","14:51:00","0.342","0.140","241.750","1.600","0.000","0.000",0,0.619444444444444
"893","1/2/2007","14:52:00","0.342","0.148","242.980","1.600","0.000","0.000",0,0.620138888888889
"894","1/2/2007","14:53:00","0.340","0.146","242.850","1.600","0.000","0.000",0,0.620833333333333
"895","1/2/2007","14:54:00","0.340","0.148","243.240","1.600","0.000","0.000",0,0.621527777777778
"896","1/2/2007","14:55:00","0.336","0.146","242.640","1.400","0.000","0.000",0,0.622222222222222
"897","1/2/2007","14:56:00","0.336","0.146","242.560","1.400","0.000","0.000",0,0.622916666666667
"898","1/2/2007","14:57:00","0.334","0.144","242.320","1.400","0.000","0.000",0,0.623611111111111
"899","1/2/2007","14:58:00","0.332","0.144","242.270","1.400","0.000","0.000",0,0.624305555555556
"900","1/2/2007","14:59:00","0.330","0.140","241.430","1.400","0.000","0.000",0,0.625
"901","1/2/2007","15:00:00","0.328","0.140","241.240","1.400","0.000","0.000",0,0.625694444444444
"902","1/2/2007","15:01:00","0.330","0.144","241.910","1.400","0.000","0.000",0,0.626388888888889
"903","1/2/2007","15:02:00","0.374","0.182","241.820","1.800","0.000","0.000",0,0.627083333333333
"904","1/2/2007","15:03:00","0.406","0.248","241.680","2.000","0.000","0.000",0,0.627777777777778
"905","1/2/2007","15:04:00","0.406","0.248","241.830","2.000","0.000","0.000",0,0.628472222222222
"906","1/2/2007","15:05:00","0.352","0.172","242.020","1.600","0.000","0.000",0,0.629166666666667
"907","1/2/2007","15:06:00","0.310","0.112","241.640","1.400","0.000","0.000",0,0.629861111111111
"908","1/2/2007","15:07:00","0.308","0.106","240.530","1.400","0.000","0.000",0,0.630555555555556
"909","1/2/2007","15:08:00","0.308","0.110","241.430","1.400","0.000","0.000",0,0.63125
"910","1/2/2007","15:09:00","0.306","0.110","241.670","1.400","0.000","0.000",0,0.631944444444444
"911","1/2/2007","15:10:00","0.304","0.110","241.460","1.400","0.000","0.000",0,0.632638888888889
"912","1/2/2007","15:11:00","0.304","0.110","241.270","1.400","0.000","0.000",0,0.633333333333333
"913","1/2/2007","15:12:00","0.300","0.104","240.050","1.400","0.000","0.000",0,0.634027777777778
"914","1/2/2007","15:13:00","0.302","0.106","240.670","1.400","0.000","0.000",0,0.634722222222222
"915","1/2/2007","15:14:00","0.234","0.000","241.060","1.000","0.000","0.000",0,0.635416666666667
"916","1/2/2007","15:15:00","0.234","0.000","241.620","1.000","0.000","0.000",0,0.636111111111111
"917","1/2/2007","15:16:00","0.232","0.000","241.040","1.000","0.000","0.000",0,0.636805555555556
"918","1/2/2007","15:17:00","0.232","0.000","241.140","1.000","0.000","0.000",0,0.6375
"919","1/2/2007","15:18:00","0.234","0.000","241.810","1.000","0.000","0.000",0,0.638194444444444
"920","1/2/2007","15:19:00","0.238","0.000","243.340","1.000","0.000","0.000",0,0.638888888888889
"921","1/2/2007","15:20:00","0.236","0.000","242.950","1.000","0.000","0.000",0,0.639583333333333
"922","1/2/2007","15:21:00","0.234","0.000","241.700","1.000","0.000","0.000",0,0.640277777777778
"923","1/2/2007","15:22:00","0.236","0.000","242.810","1.000","0.000","0.000",0,0.640972222222222
"924","1/2/2007","15:23:00","0.236","0.000","243.160","1.000","0.000","0.000",0,0.641666666666667
"925","1/2/2007","15:24:00","0.236","0.000","242.720","1.000","0.000","0.000",0,0.642361111111111
"926","1/2/2007","15:25:00","0.236","0.000","242.860","1.000","0.000","0.000",0,0.643055555555556
"927","1/2/2007","15:26:00","0.236","0.000","242.460","1.000","0.000","0.000",0,0.64375
"928","1/2/2007","15:27:00","0.238","0.000","243.240","1.000","0.000","0.000",0,0.644444444444444
"929","1/2/2007","15:28:00","0.234","0.000","242.180","1.000","0.000","0.000",0,0.645138888888889
"930","1/2/2007","15:29:00","0.238","0.000","243.810","1.000","0.000","0.000",0,0.645833333333333
"931","1/2/2007","15:30:00","0.318","0.100","244.390","1.400","0.000","0.000",0,0.646527777777778
"932","1/2/2007","15:31:00","0.350","0.154","244.160","1.600","0.000","0.000",0,0.647222222222222
"933","1/2/2007","15:32:00","0.346","0.154","244.180","1.600","0.000","0.000",0,0.647916666666667
"934","1/2/2007","15:33:00","0.344","0.150","243.480","1.600","0.000","0.000",0,0.648611111111111
"935","1/2/2007","15:34:00","0.344","0.154","244.090","1.600","0.000","0.000",0,0.649305555555556
"936","1/2/2007","15:35:00","0.340","0.152","243.740","1.600","0.000","0.000",0,0.65
"937","1/2/2007","15:36:00","0.340","0.154","244.190","1.600","0.000","0.000",0,0.650694444444444
"938","1/2/2007","15:37:00","0.340","0.158","244.620","1.600","0.000","0.000",0,0.651388888888889
"939","1/2/2007","15:38:00","0.338","0.158","244.630","1.600","0.000","0.000",0,0.652083333333333
"940","1/2/2007","15:39:00","0.336","0.152","243.580","1.400","0.000","0.000",0,0.652777777777778
"941","1/2/2007","15:40:00","0.334","0.148","243.040","1.400","0.000","0.000",0,0.653472222222222
"942","1/2/2007","15:41:00","0.332","0.146","242.680","1.400","0.000","0.000",0,0.654166666666667
"943","1/2/2007","15:42:00","0.334","0.152","243.850","1.400","0.000","0.000",0,0.654861111111111
"944","1/2/2007","15:43:00","0.332","0.148","243.130","1.400","0.000","0.000",0,0.655555555555556
"945","1/2/2007","15:44:00","0.334","0.152","243.930","1.400","0.000","0.000",0,0.65625
"946","1/2/2007","15:45:00","0.326","0.142","243.960","1.400","0.000","0.000",0,0.656944444444444
"947","1/2/2007","15:46:00","0.238","0.000","243.390","1.000","0.000","0.000",0,0.657638888888889
"948","1/2/2007","15:47:00","0.238","0.000","243.460","1.000","0.000","0.000",0,0.658333333333333
"949","1/2/2007","15:48:00","0.240","0.000","244.400","1.000","0.000","0.000",0,0.659027777777778
"950","1/2/2007","15:49:00","0.242","0.000","244.280","1.000","0.000","0.000",0,0.659722222222222
"951","1/2/2007","15:50:00","0.324","0.100","244.150","1.600","0.000","0.000",0,0.660416666666667
"952","1/2/2007","15:51:00","0.322","0.118","243.180","1.400","0.000","0.000",0,0.661111111111111
"953","1/2/2007","15:52:00","0.318","0.118","243.240","1.400","0.000","0.000",0,0.661805555555556
"954","1/2/2007","15:53:00","0.312","0.114","242.640","1.400","0.000","0.000",0,0.6625
"955","1/2/2007","15:54:00","0.312","0.116","242.920","1.400","0.000","0.000",0,0.663194444444444
"956","1/2/2007","15:55:00","0.310","0.112","242.150","1.400","0.000","0.000",0,0.663888888888889
"957","1/2/2007","15:56:00","0.310","0.116","242.900","1.400","0.000","0.000",0,0.664583333333333
"958","1/2/2007","15:57:00","0.308","0.116","243.000","1.400","0.000","0.000",0,0.665277777777778
"959","1/2/2007","15:58:00","0.308","0.116","243.100","1.400","0.000","0.000",0,0.665972222222222
"960","1/2/2007","15:59:00","0.308","0.116","243.100","1.400","0.000","0.000",0,0.666666666666667
"961","1/2/2007","16:00:00","0.308","0.120","243.700","1.400","0.000","0.000",0,0.667361111111111
"962","1/2/2007","16:01:00","0.240","0.000","243.110","1.000","0.000","0.000",0,0.668055555555556
"963","1/2/2007","16:02:00","0.236","0.000","243.150","1.000","0.000","0.000",0,0.66875
"964","1/2/2007","16:03:00","0.236","0.000","242.950","1.000","0.000","0.000",0,0.669444444444444
"965","1/2/2007","16:04:00","0.240","0.000","243.320","1.000","0.000","0.000",0,0.670138888888889
"966","1/2/2007","16:05:00","0.244","0.000","243.140","1.000","0.000","0.000",0,0.670833333333333
"967","1/2/2007","16:06:00","0.244","0.000","242.880","1.000","0.000","0.000",0,0.671527777777778
"968","1/2/2007","16:07:00","0.244","0.000","243.070","1.000","0.000","0.000",0,0.672222222222222
"969","1/2/2007","16:08:00","0.244","0.000","243.030","1.000","0.000","0.000",0,0.672916666666667
"970","1/2/2007","16:09:00","0.240","0.000","241.340","1.000","0.000","0.000",0,0.673611111111111
"971","1/2/2007","16:10:00","0.240","0.000","241.090","1.000","0.000","0.000",0,0.674305555555556
"972","1/2/2007","16:11:00","0.300","0.066","242.090","1.400","0.000","0.000",0,0.675
"973","1/2/2007","16:12:00","0.346","0.142","242.060","1.600","0.000","0.000",0,0.675694444444444
"974","1/2/2007","16:13:00","0.380","0.176","241.970","1.800","0.000","0.000",0,0.676388888888889
"975","1/2/2007","16:14:00","0.422","0.268","242.180","2.000","0.000","0.000",0,0.677083333333333
"976","1/2/2007","16:15:00","0.424","0.272","242.910","2.000","0.000","2.000",0,0.677777777777778
"977","1/2/2007","16:16:00","0.422","0.276","243.200","2.000","0.000","1.000",0,0.678472222222222
"978","1/2/2007","16:17:00","0.420","0.274","242.820","2.000","0.000","2.000",0,0.679166666666667
"979","1/2/2007","16:18:00","0.420","0.274","242.900","2.000","0.000","1.000",0,0.679861111111111
"980","1/2/2007","16:19:00","0.420","0.268","242.050","2.000","0.000","1.000",0,0.680555555555556
"981","1/2/2007","16:20:00","0.424","0.270","242.350","2.000","0.000","2.000",0,0.68125
"982","1/2/2007","16:21:00","0.422","0.270","242.250","2.000","0.000","1.000",0,0.681944444444444
"983","1/2/2007","16:22:00","0.422","0.272","242.550","2.000","0.000","2.000",0,0.682638888888889
"984","1/2/2007","16:23:00","0.424","0.278","243.490","2.000","0.000","1.000",0,0.683333333333333
"985","1/2/2007","16:24:00","0.422","0.276","243.350","2.000","0.000","1.000",0,0.684027777777778
"986","1/2/2007","16:25:00","0.420","0.274","243.120","2.000","0.000","2.000",0,0.684722222222222
"987","1/2/2007","16:26:00","0.420","0.276","243.230","2.000","0.000","1.000",0,0.685416666666667
"988","1/2/2007","16:27:00","0.338","0.158","243.290","1.600","0.000","2.000",0,0.686111111111111
"989","1/2/2007","16:28:00","0.320","0.134","242.610","1.400","0.000","1.000",0,0.686805555555556
"990","1/2/2007","16:29:00","0.314","0.132","242.320","1.400","0.000","1.000",0,0.6875
"991","1/2/2007","16:30:00","0.312","0.132","242.260","1.400","0.000","1.000",0,0.688194444444444
"992","1/2/2007","16:31:00","0.310","0.128","241.740","1.400","0.000","2.000",0,0.688888888888889
"993","1/2/2007","16:32:00","0.308","0.124","240.830","1.400","0.000","1.000",0,0.689583333333333
"994","1/2/2007","16:33:00","0.308","0.126","241.050","1.400","0.000","1.000",0,0.690277777777778
"995","1/2/2007","16:34:00","0.312","0.130","241.860","1.400","0.000","2.000",0,0.690972222222222
"996","1/2/2007","16:35:00","0.316","0.132","242.360","1.400","0.000","1.000",0,0.691666666666667
"997","1/2/2007","16:36:00","0.314","0.130","242.030","1.400","0.000","1.000",0,0.692361111111111
"998","1/2/2007","16:37:00","0.390","0.212","242.040","2.000","0.000","1.000",0,0.693055555555556
"999","1/2/2007","16:38:00","0.390","0.238","242.280","1.800","0.000","1.000",0,0.69375
"1000","1/2/2007","16:39:00","0.392","0.240","242.750","1.800","0.000","2.000",0,0.694444444444444
"1001","1/2/2007","16:40:00","0.390","0.240","242.600","1.800","0.000","1.000",0,0.695138888888889
